booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
657,45644,Stayed,02-01-2022,04-01-2022,1,50,4807,1018,02-01-2022
977,56694,Cancelled,02-01-2022,03-01-2022,1,777,2794,591,02-01-2022
786,57879,Cancelled,03-01-2022,04-01-2022,1,808,2794,710,02-01-2022
83,68240,Stayed,02-01-2022,03-01-2022,1,245,2005,425,02-01-2022
312,88939,Stayed,02-01-2022,03-01-2022,1,570,3769,798,02-01-2022
314,88939,Stayed,03-01-2022,04-01-2022,1,570,3509,891,02-01-2022
704,106977,Cancelled,04-01-2022,05-01-2022,1,58,2534,644,02-01-2022
109,108129,Stayed,02-01-2022,03-01-2022,1,938,2469,523,02-01-2022
846,120340,Stayed,03-01-2022,04-01-2022,1,330,6824,1502,02-01-2022
31,120371,Stayed,02-01-2022,03-01-2022,1,755,3184,809,02-01-2022
809,121394,Stayed,03-01-2022,05-01-2022,1,628,3726,789,02-01-2022
379,124801,Cancelled,02-01-2022,03-01-2022,1,716,3379,858,02-01-2022
434,126821,Stayed,03-01-2022,04-01-2022,2,62,5327,1352,02-01-2022
435,126821,Stayed,03-01-2022,04-01-2022,1,62,2664,677,02-01-2022
391,130118,No Show,15-01-2022,16-01-2022,1,147,4029,853,02-01-2022
433,136431,Stayed,02-01-2022,03-01-2022,1,62,2794,591,02-01-2022
41,145504,Stayed,03-01-2022,05-01-2022,1,232,3510,891,02-01-2022
763,150171,Cancelled,02-01-2022,03-01-2022,1,655,3509,743,02-01-2022
18,161206,Stayed,03-01-2022,04-01-2022,1,109,2859,605,02-01-2022
418,161755,Cancelled,02-01-2022,03-01-2022,1,380,1949,495,02-01-2022
653,162890,No Show,07-01-2022,08-01-2022,1,50,2664,677,02-01-2022
675,187489,Cancelled,06-01-2022,07-01-2022,1,239,2153,547,02-01-2022
244,188854,Stayed,03-01-2022,04-01-2022,1,315,3704,941,02-01-2022
785,7326,Stayed,03-01-2022,04-01-2022,1,808,1884,479,03-01-2022
588,8605,Cancelled,04-01-2022,05-01-2022,1,955,2144,545,03-01-2022
470,13139,Cancelled,04-01-2022,05-01-2022,1,21,2144,545,03-01-2022
471,13139,Cancelled,03-01-2022,04-01-2022,1,21,2144,545,03-01-2022
948,17878,Cancelled,06-01-2022,07-01-2022,1,162,2484,630,03-01-2022
594,21152,Stayed,04-01-2022,05-01-2022,1,243,2014,443,03-01-2022
311,27204,Cancelled,08-01-2022,10-01-2022,1,570,9227,2420,03-01-2022
28,42387,Stayed,09-01-2022,11-01-2022,1,88,4077,1035,03-01-2022
60,46140,Stayed,09-01-2022,11-01-2022,2,153,12995,3409,03-01-2022
63,59454,Cancelled,06-01-2022,08-01-2022,1,128,8577,2177,03-01-2022
64,59454,Cancelled,05-01-2022,06-01-2022,1,128,4289,1089,03-01-2022
730,59877,Cancelled,04-01-2022,05-01-2022,1,417,2408,509,03-01-2022
743,61602,Cancelled,04-01-2022,05-01-2022,1,459,2534,644,03-01-2022
29,68800,Cancelled,04-01-2022,06-01-2022,1,88,6510,1652,03-01-2022
899,71996,Stayed,08-01-2022,10-01-2022,1,186,5457,1385,03-01-2022
11,77745,Stayed,03-01-2022,04-01-2022,1,571,4679,1188,03-01-2022
12,77745,Cancelled,03-01-2022,04-01-2022,1,571,4679,1188,03-01-2022
13,77745,Cancelled,03-01-2022,04-01-2022,1,571,4679,1188,03-01-2022
159,79360,Stayed,03-01-2022,04-01-2022,1,244,2209,561,03-01-2022
378,82702,Cancelled,06-01-2022,08-01-2022,1,716,6887,1748,03-01-2022
414,82702,Stayed,06-01-2022,08-01-2022,1,579,4547,1154,03-01-2022
577,83735,Stayed,05-01-2022,06-01-2022,1,629,2079,528,03-01-2022
313,88939,Stayed,04-01-2022,05-01-2022,1,570,3119,792,03-01-2022
544,99794,Stayed,03-01-2022,04-01-2022,1,449,2042,536,03-01-2022
810,103317,Stayed,03-01-2022,04-01-2022,1,628,2236,568,03-01-2022
411,110402,Cancelled,06-01-2022,07-01-2022,1,348,1949,495,03-01-2022
232,119466,Cancelled,04-01-2022,05-01-2022,1,299,3639,924,03-01-2022
663,128702,Cancelled,07-01-2022,08-01-2022,1,241,1949,495,03-01-2022
578,136431,Stayed,03-01-2022,04-01-2022,1,629,2209,561,03-01-2022
567,137115,Stayed,06-01-2022,07-01-2022,1,207,1884,479,03-01-2022
907,141373,Stayed,04-01-2022,05-01-2022,1,261,2144,545,03-01-2022
299,143338,Stayed,03-01-2022,04-01-2022,1,170,2209,561,03-01-2022
192,154952,Stayed,26-01-2022,27-01-2022,1,280,1832,387,03-01-2022
998,158173,Stayed,03-01-2022,04-01-2022,1,754,4744,1205,03-01-2022
586,178968,Stayed,03-01-2022,04-01-2022,1,955,1819,462,03-01-2022
656,3449,Stayed,04-01-2022,05-01-2022,1,50,2989,759,04-01-2022
531,4595,Cancelled,06-01-2022,07-01-2022,1,37,2339,594,04-01-2022
784,7326,Stayed,04-01-2022,05-01-2022,1,808,1884,479,04-01-2022
135,12023,Stayed,07-01-2022,08-01-2022,1,894,2794,710,04-01-2022
290,19017,Cancelled,06-01-2022,07-01-2022,1,397,5069,1287,04-01-2022
739,26536,Cancelled,09-02-2022,10-02-2022,1,365,1819,0,04-01-2022
949,35923,Cancelled,04-01-2022,05-01-2022,1,162,1665,422,04-01-2022
918,37981,Stayed,04-01-2022,05-01-2022,1,59,1884,494,04-01-2022
158,49442,Cancelled,05-01-2022,06-01-2022,1,244,2079,528,04-01-2022
728,50174,Stayed,04-01-2022,05-01-2022,1,417,2566,651,04-01-2022
729,50174,Cancelled,04-01-2022,05-01-2022,1,417,2951,649,04-01-2022
640,59866,Stayed,04-01-2022,05-01-2022,1,346,1949,512,04-01-2022
282,75870,Stayed,04-01-2022,05-01-2022,1,473,2144,545,04-01-2022
410,80621,Cancelled,08-01-2022,09-01-2022,1,960,3169,832,04-01-2022
797,81775,Cancelled,23-01-2022,24-01-2022,1,704,2469,523,04-01-2022
57,89928,Stayed,06-01-2022,07-01-2022,2,486,5067,1286,04-01-2022
982,92590,Cancelled,28-01-2022,29-01-2022,1,677,3119,660,04-01-2022
781,96106,Stayed,18-01-2022,21-01-2022,1,808,6431,1632,04-01-2022
204,119500,Cancelled,04-01-2022,05-01-2022,1,219,2209,561,04-01-2022
845,120340,Stayed,04-01-2022,05-01-2022,1,330,6499,1650,04-01-2022
792,131261,Cancelled,05-01-2022,06-01-2022,1,342,2339,594,04-01-2022
582,134836,Stayed,12-01-2022,13-01-2022,1,16,3119,792,04-01-2022
906,141373,Stayed,05-01-2022,06-01-2022,1,261,2079,528,04-01-2022
298,143338,Stayed,04-01-2022,05-01-2022,1,170,2014,512,04-01-2022
665,146622,Stayed,04-01-2022,05-01-2022,1,241,2014,512,04-01-2022
381,163768,Stayed,06-01-2022,08-01-2022,1,135,5457,1431,04-01-2022
48,164024,Stayed,04-01-2022,05-01-2022,1,160,2924,767,04-01-2022
281,165056,Stayed,05-01-2022,06-01-2022,1,473,2469,648,04-01-2022
664,182860,Stayed,05-01-2022,06-01-2022,1,241,2014,512,04-01-2022
888,183245,Cancelled,07-01-2022,08-01-2022,1,117,5589,1419,04-01-2022
654,3449,Stayed,05-01-2022,06-01-2022,1,50,2989,759,05-01-2022
532,3770,Stayed,05-01-2022,06-01-2022,1,37,2339,594,05-01-2022
984,4675,Stayed,13-01-2022,14-01-2022,1,677,2404,508,05-01-2022
518,11332,Stayed,08-01-2022,14-01-2022,1,420,11692,2968,05-01-2022
517,13139,Cancelled,05-01-2022,06-01-2022,1,33,2144,545,05-01-2022
872,13794,Cancelled,06-01-2022,07-01-2022,1,234,4874,1278,05-01-2022
896,14742,Stayed,05-01-2022,06-01-2022,1,546,6044,1535,05-01-2022
597,18314,Cancelled,06-01-2022,07-01-2022,1,399,2534,644,05-01-2022
376,23913,Stayed,05-01-2022,06-01-2022,1,716,2859,726,05-01-2022
377,23913,Cancelled,05-01-2022,06-01-2022,1,716,3119,818,05-01-2022
388,23913,Cancelled,05-01-2022,06-01-2022,1,25,3054,776,05-01-2022
187,33193,Stayed,05-01-2022,06-01-2022,1,691,2648,672,05-01-2022
788,42878,Cancelled,27-01-2022,30-01-2022,2,703,19297,4245,05-01-2022
173,43374,Stayed,06-01-2022,07-01-2022,2,757,6201,1574,05-01-2022
132,47942,Stayed,15-01-2022,16-01-2022,1,84,1819,462,05-01-2022
34,49442,Stayed,05-01-2022,06-01-2022,1,859,2144,545,05-01-2022
134,49619,Stayed,27-01-2022,29-01-2022,1,894,6627,1682,05-01-2022
136,49619,Cancelled,27-01-2022,29-01-2022,1,894,5847,1238,05-01-2022
62,59454,Cancelled,05-01-2022,08-01-2022,1,128,12281,3117,05-01-2022
947,60406,Cancelled,06-01-2022,07-01-2022,1,162,3649,926,05-01-2022
284,62184,Cancelled,07-01-2022,08-01-2022,1,473,2469,627,05-01-2022
75,66504,Stayed,06-01-2022,09-01-2022,1,583,6104,1291,05-01-2022
95,66504,Cancelled,05-01-2022,06-01-2022,1,944,1745,370,05-01-2022
770,69073,Stayed,06-01-2022,07-01-2022,1,505,2209,561,05-01-2022
993,72656,Cancelled,09-01-2022,13-01-2022,1,614,11695,2969,05-01-2022
999,72656,Stayed,09-01-2022,13-01-2022,1,509,12215,3101,05-01-2022
400,74325,No Show,05-01-2022,06-01-2022,1,366,2062,541,05-01-2022
756,77935,Stayed,06-01-2022,07-01-2022,1,522,1949,495,05-01-2022
893,90036,Stayed,06-01-2022,07-01-2022,1,68,4029,1023,05-01-2022
343,92904,Cancelled,12-01-2022,13-01-2022,1,296,3444,728,05-01-2022
359,92904,Cancelled,11-01-2022,12-01-2022,1,92,3054,646,05-01-2022
363,92904,Stayed,10-01-2022,11-01-2022,1,205,2599,550,05-01-2022
401,93264,Stayed,05-01-2022,06-01-2022,1,366,1300,330,05-01-2022
161,95113,Stayed,06-01-2022,09-01-2022,1,408,6626,1682,05-01-2022
195,100627,Cancelled,08-01-2022,09-01-2022,1,633,4289,1089,05-01-2022
196,100627,Cancelled,08-01-2022,09-01-2022,1,888,3379,858,05-01-2022
133,115548,No Show,06-01-2022,09-01-2022,1,84,5456,0,05-01-2022
741,141761,Cancelled,05-01-2022,06-01-2022,1,365,1754,0,05-01-2022
707,146584,Cancelled,05-01-2022,06-01-2022,1,448,2079,528,05-01-2022
833,148275,Stayed,05-01-2022,06-01-2022,1,124,1314,333,05-01-2022
47,148431,Stayed,05-01-2022,06-01-2022,1,684,2794,710,05-01-2022
655,149241,Stayed,05-01-2022,06-01-2022,1,50,2989,759,05-01-2022
831,152455,Cancelled,22-01-2022,24-01-2022,1,124,6201,1312,05-01-2022
205,160575,Cancelled,07-01-2022,08-01-2022,1,637,2339,594,05-01-2022
465,160722,Stayed,05-01-2022,06-01-2022,1,263,1819,462,05-01-2022
76,163261,Cancelled,06-01-2022,07-01-2022,1,583,2274,578,05-01-2022
894,168358,Stayed,05-01-2022,06-01-2022,1,68,4419,1122,05-01-2022
639,175626,Cancelled,05-01-2022,06-01-2022,1,346,2404,630,05-01-2022
607,181852,Stayed,05-01-2022,06-01-2022,1,131,1624,426,05-01-2022
249,189124,Stayed,05-01-2022,06-01-2022,1,557,2989,759,05-01-2022
638,192035,Stayed,07-01-2022,08-01-2022,1,346,2404,611,05-01-2022
490,193175,Stayed,05-01-2022,06-01-2022,1,3,2144,545,05-01-2022
334,195741,No Show,10-01-2022,11-01-2022,1,301,2859,605,05-01-2022
575,197313,Stayed,06-01-2022,08-01-2022,1,629,4157,914,05-01-2022
280,5049,Stayed,08-01-2022,09-01-2022,1,473,2469,627,06-01-2022
488,6033,Cancelled,07-01-2022,08-01-2022,1,3,2209,580,06-01-2022
319,9198,Stayed,06-01-2022,07-01-2022,1,901,4354,1106,06-01-2022
702,9338,Stayed,06-01-2022,07-01-2022,1,58,3574,937,06-01-2022
524,13951,Stayed,07-01-2022,09-01-2022,1,305,4547,1154,06-01-2022
762,16744,Stayed,06-01-2022,07-01-2022,1,323,2339,594,06-01-2022
289,19017,No Show,08-01-2022,09-01-2022,1,397,5069,1287,06-01-2022
358,38803,Stayed,09-01-2022,13-01-2022,1,92,10395,2639,06-01-2022
844,43500,Stayed,10-01-2022,12-01-2022,1,330,11697,2969,06-01-2022
14,55369,Cancelled,13-02-2022,15-02-2022,1,109,7927,1678,06-01-2022
685,59634,Cancelled,07-01-2022,08-01-2022,1,77,2640,670,06-01-2022
943,60406,Stayed,06-01-2022,07-01-2022,1,162,2588,657,06-01-2022
924,61396,Cancelled,07-01-2022,08-01-2022,2,670,6367,1616,06-01-2022
354,63032,Stayed,06-01-2022,07-01-2022,1,331,2274,578,06-01-2022
917,68922,Stayed,07-01-2022,08-01-2022,1,59,2339,594,06-01-2022
874,75950,Stayed,06-01-2022,07-01-2022,1,885,2079,528,06-01-2022
783,81480,Cancelled,06-01-2022,07-01-2022,1,808,2079,528,06-01-2022
172,97775,Stayed,07-01-2022,08-01-2022,1,757,3101,788,06-01-2022
174,97775,Cancelled,08-01-2022,09-01-2022,1,757,3000,761,06-01-2022
82,103003,Cancelled,06-01-2022,07-01-2022,1,245,2977,756,06-01-2022
751,111153,Stayed,21-01-2022,22-01-2022,1,522,2599,550,06-01-2022
308,112633,Cancelled,07-01-2022,08-01-2022,1,229,3379,858,06-01-2022
353,128226,Stayed,07-01-2022,10-01-2022,1,331,7406,1880,06-01-2022
928,133115,Stayed,06-01-2022,09-01-2022,1,217,7211,1830,06-01-2022
703,135460,Cancelled,06-01-2022,08-01-2022,1,58,7277,1847,06-01-2022
186,137492,Stayed,06-01-2022,07-01-2022,1,691,1563,331,06-01-2022
120,137573,Cancelled,06-01-2022,07-01-2022,1,597,2729,693,06-01-2022
946,140493,No Show,06-01-2022,07-01-2022,2,162,6786,1723,06-01-2022
190,154952,Stayed,27-01-2022,28-01-2022,1,280,1832,387,06-01-2022
191,154952,Cancelled,28-01-2022,29-01-2022,1,280,1832,387,06-01-2022
61,156920,Cancelled,07-01-2022,08-01-2022,1,128,3379,858,06-01-2022
953,185192,Stayed,16-01-2022,18-01-2022,1,203,4157,880,06-01-2022
727,190841,Stayed,06-01-2022,07-01-2022,1,417,2270,576,06-01-2022
489,193175,Stayed,06-01-2022,07-01-2022,1,3,2339,594,06-01-2022
415,194124,Stayed,06-01-2022,07-01-2022,1,579,1819,462,06-01-2022
875,198997,Cancelled,06-01-2022,12-01-2022,1,885,18057,4737,06-01-2022
270,7412,Cancelled,20-01-2022,21-01-2022,1,884,4744,1003,07-01-2022
648,7412,Stayed,20-01-2022,21-01-2022,1,50,2924,618,07-01-2022
551,12485,Stayed,07-01-2022,08-01-2022,1,13,2209,561,07-01-2022
110,16015,Stayed,07-01-2022,08-01-2022,1,475,1457,370,07-01-2022
811,16808,Cancelled,07-01-2022,08-01-2022,2,599,3767,956,07-01-2022
834,16808,Stayed,07-01-2022,08-01-2022,2,268,4027,1022,07-01-2022
701,20026,Stayed,08-01-2022,09-01-2022,1,58,2859,726,07-01-2022
309,27204,Stayed,09-01-2022,10-01-2022,1,570,2924,767,07-01-2022
310,27204,Stayed,08-01-2022,09-01-2022,1,570,2794,733,07-01-2022
652,35292,Stayed,07-01-2022,08-01-2022,1,50,3834,974,07-01-2022
761,44356,Stayed,07-01-2022,08-01-2022,1,323,2339,594,07-01-2022
387,50641,Cancelled,08-01-2022,09-01-2022,1,25,3444,0,07-01-2022
764,62188,Stayed,07-01-2022,10-01-2022,1,478,7016,1781,07-01-2022
365,65796,Stayed,07-01-2022,08-01-2022,1,205,2274,501,07-01-2022
651,65873,Stayed,08-01-2022,09-01-2022,1,50,3119,792,07-01-2022
684,69402,Stayed,07-01-2022,08-01-2022,1,77,2852,724,07-01-2022
515,85376,Stayed,07-01-2022,08-01-2022,1,33,2729,693,07-01-2022
892,90036,Stayed,07-01-2022,08-01-2022,1,68,5004,1271,07-01-2022
255,107631,Stayed,08-01-2022,09-01-2022,1,132,3509,921,07-01-2022
40,119048,Cancelled,07-01-2022,08-01-2022,1,232,3227,820,07-01-2022
512,119112,Cancelled,14-01-2022,15-01-2022,1,33,2209,468,07-01-2022
69,122584,Stayed,09-01-2022,11-01-2022,1,846,5717,1451,07-01-2022
542,128702,Stayed,07-01-2022,08-01-2022,1,449,2349,596,07-01-2022
119,137573,Cancelled,19-01-2022,20-01-2022,1,597,2664,563,07-01-2022
525,141491,Stayed,07-01-2022,08-01-2022,1,305,2274,578,07-01-2022
740,146622,Stayed,07-01-2022,08-01-2022,1,365,1949,0,07-01-2022
30,148431,Stayed,07-01-2022,08-01-2022,1,755,4224,1073,07-01-2022
541,152685,Cancelled,08-01-2022,09-01-2022,1,449,2757,700,07-01-2022
367,153421,Cancelled,10-01-2022,11-01-2022,1,205,2274,501,07-01-2022
368,153421,Cancelled,13-01-2022,14-01-2022,1,205,3054,672,07-01-2022
369,153421,Cancelled,12-01-2022,13-01-2022,1,205,3054,672,07-01-2022
793,173521,Stayed,10-01-2022,13-01-2022,1,345,7601,1929,07-01-2022
241,188854,Stayed,09-01-2022,10-01-2022,1,315,3639,924,07-01-2022
832,191500,Cancelled,09-01-2022,10-01-2022,1,124,2044,519,07-01-2022
637,192035,Stayed,08-01-2022,09-01-2022,1,346,2729,693,07-01-2022
166,195788,No Show,08-01-2022,09-01-2022,1,554,2014,512,07-01-2022
985,199293,Stayed,07-01-2022,08-01-2022,1,677,2274,578,07-01-2022
754,3145,Stayed,08-01-2022,09-01-2022,1,522,1884,494,08-01-2022
777,3929,Stayed,08-01-2022,09-01-2022,2,877,5327,1352,08-01-2022
733,13378,Cancelled,25-01-2022,26-01-2022,1,417,2090,442,08-01-2022
438,16277,Cancelled,03-03-2022,10-03-2022,1,233,27937,5910,08-01-2022
566,21052,Stayed,09-01-2022,10-01-2022,1,207,2014,512,08-01-2022
887,48699,Stayed,09-01-2022,11-01-2022,1,117,9877,2507,08-01-2022
464,51987,Stayed,08-01-2022,09-01-2022,1,263,2014,512,08-01-2022
16,60231,Stayed,08-01-2022,09-01-2022,1,109,1949,1100,08-01-2022
366,65796,Stayed,08-01-2022,09-01-2022,1,205,2274,578,08-01-2022
409,74325,Stayed,08-01-2022,09-01-2022,1,960,1300,341,08-01-2022
683,75870,Cancelled,08-01-2022,09-01-2022,1,77,2423,615,08-01-2022
152,77179,Stayed,09-01-2022,13-01-2022,1,106,9027,2291,08-01-2022
344,126313,Stayed,10-01-2022,11-01-2022,1,296,3054,801,08-01-2022
916,127919,Stayed,08-01-2022,09-01-2022,1,59,1559,396,08-01-2022
242,133250,Stayed,08-01-2022,09-01-2022,1,315,3639,924,08-01-2022
370,153421,Cancelled,11-01-2022,12-01-2022,1,205,2729,716,08-01-2022
915,161333,Stayed,08-01-2022,09-01-2022,1,59,1559,396,08-01-2022
188,171363,Stayed,09-01-2022,10-01-2022,1,691,1859,472,08-01-2022
623,171782,Stayed,09-01-2022,10-01-2022,1,653,1754,446,08-01-2022
778,3929,Stayed,10-01-2022,11-01-2022,1,877,3054,801,09-01-2022
779,3929,Stayed,09-01-2022,10-01-2022,2,877,5327,1397,09-01-2022
487,5977,Stayed,09-01-2022,10-01-2022,1,3,926,235,09-01-2022
503,13131,Stayed,21-01-2022,22-01-2022,1,33,2144,453,09-01-2022
940,15533,Stayed,09-01-2022,10-01-2022,1,162,3901,990,09-01-2022
202,21667,Stayed,10-01-2022,12-01-2022,1,627,3224,846,09-01-2022
139,33288,Stayed,11-01-2022,12-01-2022,1,612,2599,660,09-01-2022
682,33581,Stayed,11-01-2022,12-01-2022,1,77,2363,501,09-01-2022
100,37423,Stayed,16-01-2022,20-01-2022,1,86,10587,2240,09-01-2022
15,42531,Stayed,09-01-2022,10-01-2022,1,109,1949,1100,09-01-2022
352,45412,Stayed,10-01-2022,11-01-2022,1,331,2469,627,09-01-2022
695,52445,Stayed,11-01-2022,12-01-2022,1,364,2079,440,09-01-2022
337,60557,Cancelled,10-01-2022,11-01-2022,1,301,3444,875,09-01-2022
364,65796,Stayed,09-01-2022,10-01-2022,1,205,2274,578,09-01-2022
622,74860,Cancelled,11-01-2022,12-01-2022,1,653,2469,523,09-01-2022
155,76850,Stayed,09-01-2022,10-01-2022,1,874,1104,281,09-01-2022
189,85876,Stayed,14-01-2022,28-01-2022,1,280,25644,5425,09-01-2022
39,88392,Stayed,13-01-2022,16-01-2022,1,232,9676,2047,09-01-2022
432,89811,Stayed,09-01-2022,10-01-2022,1,62,1689,429,09-01-2022
124,106210,Cancelled,19-01-2022,20-01-2022,1,154,2534,558,09-01-2022
246,119466,Cancelled,11-01-2022,12-01-2022,1,309,2599,660,09-01-2022
342,126313,Stayed,11-01-2022,12-01-2022,1,296,2989,784,09-01-2022
789,131261,Stayed,09-01-2022,10-01-2022,1,703,4029,1023,09-01-2022
147,133399,Stayed,18-01-2022,19-01-2022,1,975,2100,462,09-01-2022
207,137492,Stayed,09-01-2022,10-01-2022,1,635,1754,446,09-01-2022
941,140493,No Show,09-01-2022,10-01-2022,2,162,3765,956,09-01-2022
942,140493,Cancelled,09-01-2022,10-01-2022,1,162,1882,477,09-01-2022
55,148274,Stayed,16-01-2022,18-01-2022,1,486,4547,963,09-01-2022
360,153421,No Show,12-01-2022,14-01-2022,1,205,5977,1315,09-01-2022
362,153421,No Show,11-01-2022,12-01-2022,1,205,2501,656,09-01-2022
514,162890,Stayed,09-01-2022,10-01-2022,1,33,1754,446,09-01-2022
437,177670,Cancelled,09-01-2022,10-01-2022,1,62,1884,479,09-01-2022
824,187164,Stayed,09-01-2022,10-01-2022,1,758,2859,726,09-01-2022
355,189468,Stayed,17-01-2022,19-01-2022,1,93,4417,935,09-01-2022
27,193036,Stayed,11-01-2022,13-01-2022,1,88,6092,1289,09-01-2022
602,195924,Cancelled,09-01-2022,10-01-2022,1,848,2599,660,09-01-2022
603,195924,Cancelled,09-01-2022,10-01-2022,1,848,2599,660,09-01-2022
268,2162,Stayed,10-01-2022,11-01-2022,1,31,4159,1056,10-01-2022
250,7701,Stayed,11-01-2022,12-01-2022,1,557,3574,756,10-01-2022
321,15767,Stayed,14-01-2022,15-01-2022,1,357,3574,756,10-01-2022
288,19017,Stayed,10-01-2022,11-01-2022,1,397,3379,858,10-01-2022
700,20026,Stayed,10-01-2022,11-01-2022,1,58,3184,809,10-01-2022
45,24582,Stayed,13-01-2022,14-01-2022,1,152,1949,413,10-01-2022
955,33926,Stayed,15-01-2022,16-01-2022,1,203,2469,523,10-01-2022
968,43287,Stayed,12-01-2022,13-01-2022,1,685,2014,426,10-01-2022
995,43500,Stayed,16-01-2022,17-01-2022,1,751,5004,1058,10-01-2022
753,45089,Cancelled,11-01-2022,12-01-2022,1,522,1884,398,10-01-2022
890,48699,Stayed,11-01-2022,12-01-2022,1,96,5264,1381,10-01-2022
620,56421,Stayed,11-01-2022,12-01-2022,1,653,2339,594,10-01-2022
138,67726,Stayed,12-01-2022,13-01-2022,1,612,2339,495,10-01-2022
8,74628,Cancelled,09-02-2022,10-02-2022,1,252,3054,646,10-01-2022
619,74860,Stayed,11-01-2022,12-01-2022,1,653,2339,495,10-01-2022
574,75070,Cancelled,10-01-2022,11-01-2022,1,629,2144,545,10-01-2022
864,81672,Cancelled,10-01-2022,11-01-2022,1,226,2404,0,10-01-2022
965,83686,Stayed,14-01-2022,15-01-2022,1,574,2404,508,10-01-2022
621,87764,Cancelled,10-01-2022,11-01-2022,1,653,1884,479,10-01-2022
380,98338,Cancelled,10-01-2022,11-01-2022,1,462,2924,767,10-01-2022
111,117378,Stayed,11-01-2022,13-01-2022,1,248,5717,1210,10-01-2022
486,123820,Stayed,11-01-2022,12-01-2022,1,3,2079,440,10-01-2022
262,128921,Cancelled,10-01-2022,11-01-2022,1,883,1620,425,10-01-2022
606,136456,Stayed,10-01-2022,11-01-2022,1,131,1559,396,10-01-2022
251,152290,Stayed,10-01-2022,11-01-2022,1,557,2664,677,10-01-2022
261,159422,Stayed,10-01-2022,11-01-2022,1,883,2102,534,10-01-2022
240,159675,No Show,10-01-2022,11-01-2022,2,315,6237,1583,10-01-2022
978,162221,Cancelled,16-01-2022,20-01-2022,1,206,14035,3088,10-01-2022
807,177898,Cancelled,10-01-2022,11-01-2022,1,628,1495,380,10-01-2022
458,183557,Cancelled,11-01-2022,12-01-2022,1,74,2599,660,10-01-2022
457,193175,Stayed,10-01-2022,12-01-2022,1,74,4547,1154,10-01-2022
565,7970,Stayed,11-01-2022,12-01-2022,1,207,1949,413,11-01-2022
974,8380,Stayed,11-01-2022,12-01-2022,1,44,1624,343,11-01-2022
850,13601,Stayed,11-01-2022,12-01-2022,1,750,3054,801,11-01-2022
463,21052,Stayed,11-01-2022,12-01-2022,1,263,2014,426,11-01-2022
966,21694,No Show,13-01-2022,14-01-2022,1,574,2404,508,11-01-2022
431,24838,Stayed,11-01-2022,12-01-2022,1,62,2209,468,11-01-2022
706,28584,Cancelled,13-01-2022,14-01-2022,1,448,2209,486,11-01-2022
956,39744,Cancelled,15-01-2022,16-01-2022,1,203,2924,743,11-01-2022
351,45412,Stayed,11-01-2022,12-01-2022,1,331,2599,550,11-01-2022
650,45644,Stayed,11-01-2022,13-01-2022,1,50,5977,1265,11-01-2022
